2,8,0,T,tile,Pavement
3,8,0,T,Tile,Pavement
4,8,0,T,Tile,Pavement
5,8,0,T,Tile,Pavement
6,8,0,T,Tile,Pavement
7,8,0,T,Tile,Pavement
8,8,0,T,Tile,Pavement
9,8,0,T,Tile,Grass
10,8,0,T,Tile,Grass

0,9,0,T,tile,Grass
1,9,0,T,tile,Grass
2,9,0,T,tile,Pavement
3,9,0,T,Tile,Pavement
4,9,0,T,Tile,Pavement
5,9,0,T,Tile,Pavement
6,9,0,T,Tile,Pavement
7,9,0,T,Tile,Pavement
8,9,0,T,Tile,Pavement
9,9,0,T,Tile,Grass
10,9,0,T,Tile,Grass

0,10,0,T,tile,Grass
1,10,0,T,tile,Grass
2,10,0,T,tile,Grass
3,10,0,T,Tile,Grass
4,10,0,T,Tile,Grass
5,10,0,T,Tile,Grass
6,10,0,T,Tile,Grass
7,10,0,T,Tile,Grass
8,10,0,T,Tile,Grass
9,10,0,T,Tile,Grass
10,10,0,T,Tile,Grass

--Now we do the items
--First the Walls
1,1,0,I,mundaneitem,CastleWall
2,1,0,I,mundaneitem,CastleWall
3,1,0,I,mundaneitem,CastleWall
4,1,0,I,mundaneitem,CastleWall
5,1,0,I,mundaneitem,CastleWall
6,1,0,I,mundaneitem,CastleWall
7,1,0,I,mundaneitem,CastleWall
8,1,0,I,mundaneitem,CastleWall
9,1,0,I,mundaneitem,CastleWall

1,9,0,I,mundaneitem,CastleWall
2,9,0,I,mundaneitem,CastleWall
3,9,0,I,mundaneitem,CastleWall
4,9,0,I,mundaneitem,CastleWall
5,9,0,I,mundaneitem,CastleWall
6,9,0,I,mundaneitem,CastleWall
7,9,0,I,mundaneitem,CastleWall
8,9,0,I,mundaneitem,CastleWall
9,9,0,I,mundaneitem,CastleWall

1,2,0,I,mundaneitem,CastleWall
1,3,0,I,mundaneitem,CastleWall
1,4,0,I,mundaneitem,CastleWall
1,5,0,I,mundaneitem,CastleWall
1,6,0,I,mundaneitem,CastleWall
1,7,0,I,mundaneitem,CastleWall
1,8,0,I,mundaneitem,CastleWall
1,9,0,I,mundaneitem,CastleWall

9,2,0,I,mundaneitem,CastleWall
9,3,0,I,mundaneitem,CastleWall
9,4,0,I,mundaneitem,CastleWall
9,5,0,I,mundaneitem,CastleWall
9,6,0,I,mundaneitem,CastleWall
9,7,0,I,mundaneitem,CastleWall
9,8,0,I,mundaneitem,CastleWall
9,9,0,I,mundaneitem,CastleWall

--Put some llamas in to make it real nice
7,3,0,I,mundaneitem,Llama
3,7,0,I,mundaneitem,Llama
